path,test_id,level,weight,model,variant,tooling,tier,score,usd,cost_estimated,total_tokens,visit_chars,visits,llm_calls,search_calls,visit_calls,tool_calls,secs,grounded
services/agent/idea_test_results/barrage24b_051_openai-gpt-4.1-nano_naive_rag_r1.json,051,graph,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.0,2.9e-05,False,201,0,0,2,0,0,2,0.85,0.0
services/agent/idea_test_results/barrage24b_051_openai-gpt-4.1-nano_naive_rag_r2.json,051,graph,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.0,2.5e-05,False,192,0,0,2,0,0,2,0.77,0.0
services/agent/idea_test_results/barrage24b_051_openai-gpt-4.1-nano_naive_rag_r3.json,051,graph,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.0,3.1e-05,False,207,0,0,2,0,0,2,0.93,0.0
services/agent/idea_test_results/barrage24b_051_openai-gpt-4.1-nano_parametric_r1.json,051,graph,long,openai/gpt-4.1-nano,parametric,parametric,0,0.5,8.4e-05,False,355,0,0,2,0,0,2,1.09,0.0
services/agent/idea_test_results/barrage24b_051_openai-gpt-4.1-nano_parametric_r2.json,051,graph,long,openai/gpt-4.1-nano,parametric,parametric,0,0.5,8.3e-05,False,351,0,0,2,0,0,2,1.16,0.0
services/agent/idea_test_results/barrage24b_051_openai-gpt-4.1-nano_parametric_r3.json,051,graph,long,openai/gpt-4.1-nano,parametric,parametric,0,0.5,9.2e-05,False,373,0,0,2,0,0,2,1.2,0.0
services/agent/idea_test_results/barrage24b_051_openai-gpt-4.1-nano_sequential_react_r1.json,051,graph,long,openai/gpt-4.1-nano,sequential_react,sequential,0,0.875,0.001009,False,8583,29220,4,12,6,4,22,7.33,0.5
services/agent/idea_test_results/barrage24b_051_openai-gpt-4.1-nano_sequential_react_r2.json,051,graph,long,openai/gpt-4.1-nano,sequential_react,sequential,0,0.9166666666666666,0.000926,False,7906,91518,2,10,6,2,18,6.63,1.0
services/agent/idea_test_results/barrage24b_051_openai-gpt-4.1-nano_sequential_react_r3.json,051,graph,long,openai/gpt-4.1-nano,sequential_react,sequential,0,0.9166666666666666,0.00103,False,8850,91518,2,12,6,2,20,6.13,1.0
services/agent/idea_test_results/barrage24b_051_openai-gpt-5-mini_graph_compiled_r1.json,051,graph,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,0.25,0.015006,False,14834,86475,3,28,24,3,55,139.01,0.0
services/agent/idea_test_results/barrage24b_051_openai-gpt-5-mini_graph_compiled_r2.json,051,graph,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,0.25,0.014491,False,15124,152965,4,28,24,4,56,106.74,0.0
services/agent/idea_test_results/barrage24b_051_openai-gpt-5-mini_graph_compiled_r3.json,051,graph,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,0.25,0.011638,False,12411,190097,4,28,18,4,50,130.29,0.0
services/agent/idea_test_results/barrage24b_051_openai-gpt-5-mini_sequential_react_r1.json,051,graph,long,openai/gpt-5-mini,sequential_react,sequential,0,1.0,0.004703,False,7827,104891,3,10,6,3,19,19.39,1.0
services/agent/idea_test_results/barrage24b_051_openai-gpt-5-mini_sequential_react_r2.json,051,graph,long,openai/gpt-5-mini,sequential_react,sequential,0,0.9166666666666666,0.003628,False,5412,91518,2,8,6,2,16,18.72,1.0
services/agent/idea_test_results/barrage24b_051_openai-gpt-5-mini_sequential_react_r3.json,051,graph,long,openai/gpt-5-mini,sequential_react,sequential,0,0.9166666666666666,0.003988,False,5801,91518,2,8,6,2,16,18.06,1.0
services/agent/idea_test_results/barrage24b_052_google-gemini-3.1-pro-preview_graph_compiled_r1.json,052,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,0.875,0.12173,False,21020,429355,5,44,48,5,97,42.06,0.8333333333333334
services/agent/idea_test_results/barrage24b_052_google-gemini-3.1-pro-preview_graph_compiled_r2.json,052,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,1.0,0.101244,False,18037,501979,6,40,36,6,82,46.71,1.0
services/agent/idea_test_results/barrage24b_052_google-gemini-3.1-pro-preview_graph_compiled_r3.json,052,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,1.0,0.113756,False,22393,501979,6,46,54,6,106,46.17,1.0
services/agent/idea_test_results/barrage24b_052_google-gemini-3.1-pro-preview_sequential_react_r1.json,052,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,1.0,0.16315,False,57065,501979,6,30,36,6,72,70.94,1.0
services/agent/idea_test_results/barrage24b_052_google-gemini-3.1-pro-preview_sequential_react_r2.json,052,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,1.0,0.180274,False,66647,501979,6,32,54,6,92,74.21,1.0
services/agent/idea_test_results/barrage24b_052_google-gemini-3.1-pro-preview_sequential_react_r3.json,052,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,1.0,0.223518,False,82314,668539,8,38,54,8,100,87.9,1.0
services/agent/idea_test_results/barrage24b_052_openai-gpt-4.1-nano_graph_r1.json,052,graph,long,openai/gpt-4.1-nano,graph,full,0,0.8333333333333334,0.006042,False,56282,170281,2,8,20,2,30,33.27,1.0
services/agent/idea_test_results/barrage24b_052_openai-gpt-4.1-nano_graph_r2.json,052,graph,long,openai/gpt-4.1-nano,graph,full,0,0.5833333333333334,0.005651,False,53391,176226,2,8,30,2,40,33.12,1.0
services/agent/idea_test_results/barrage24b_052_openai-gpt-4.1-nano_graph_r3.json,052,graph,long,openai/gpt-4.1-nano,graph,full,0,0.6666666666666666,0.005652,False,51907,149180,2,8,20,2,30,25.63,1.0
services/agent/idea_test_results/barrage24b_052_openai-gpt-4.1-nano_graph_compiled_r1.json,052,graph,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,0.875,0.003146,False,23542,831377,12,74,72,12,158,13.84,0.5
services/agent/idea_test_results/barrage24b_052_openai-gpt-4.1-nano_graph_compiled_r2.json,052,graph,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,0.5,0.003344,False,25010,904501,13,76,72,13,161,15.48,0.0
services/agent/idea_test_results/barrage24b_052_openai-gpt-4.1-nano_graph_compiled_r3.json,052,graph,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,0.875,0.003348,False,25218,796196,12,76,66,12,154,13.88,0.6666666666666666
services/agent/idea_test_results/barrage24b_052_openai-gpt-4.1-nano_naive_rag_r1.json,052,graph,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.5,0.000145,False,527,0,0,2,0,0,2,1.87,0.0
services/agent/idea_test_results/barrage24b_052_openai-gpt-4.1-nano_naive_rag_r2.json,052,graph,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.0,3.9e-05,False,261,0,0,2,0,0,2,0.8,0.0
services/agent/idea_test_results/barrage24b_052_openai-gpt-4.1-nano_naive_rag_r3.json,052,graph,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.5,0.000142,False,520,0,0,2,0,0,2,2.16,0.0
services/agent/idea_test_results/barrage24b_052_openai-gpt-4.1-nano_parametric_r1.json,052,graph,long,openai/gpt-4.1-nano,parametric,parametric,0,0.5,0.000111,False,456,0,0,2,0,0,2,1.37,0.0
services/agent/idea_test_results/barrage24b_052_openai-gpt-4.1-nano_parametric_r2.json,052,graph,long,openai/gpt-4.1-nano,parametric,parametric,0,0.0,9.1e-05,False,406,0,0,2,0,0,2,1.1,0.0
services/agent/idea_test_results/barrage24b_052_openai-gpt-4.1-nano_parametric_r3.json,052,graph,long,openai/gpt-4.1-nano,parametric,parametric,0,0.5,0.000147,False,547,0,0,2,0,0,2,3.31,0.0
services/agent/idea_test_results/barrage24b_052_openai-gpt-4.1-nano_sequential_react_r1.json,052,graph,long,openai/gpt-4.1-nano,sequential_react,sequential,0,0.7083333333333334,0.004628,False,42948,422986,5,26,36,5,67,15.51,0.0
services/agent/idea_test_results/barrage24b_052_openai-gpt-4.1-nano_sequential_react_r2.json,052,graph,long,openai/gpt-4.1-nano,sequential_react,sequential,0,1.0,0.00466,False,43330,501979,6,26,36,6,68,17.33,1.0
services/agent/idea_test_results/barrage24b_052_openai-gpt-4.1-nano_sequential_react_r3.json,052,graph,long,openai/gpt-4.1-nano,sequential_react,sequential,0,0.8333333333333333,0.003509,False,31864,350362,4,22,36,4,62,17.71,0.6666666666666666
services/agent/idea_test_results/barrage24b_052_openai-gpt-5-mini_graph_compiled_r1.json,052,graph,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,1.0,0.033976,False,37518,1136468,17,78,54,17,149,57.97,1.0
services/agent/idea_test_results/barrage24b_052_openai-gpt-5-mini_graph_compiled_r2.json,052,graph,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,1.0,0.032743,False,34695,915490,14,74,60,14,148,71.84,1.0
services/agent/idea_test_results/barrage24b_052_openai-gpt-5-mini_graph_compiled_r3.json,052,graph,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,1.0,0.034693,False,37592,1102520,17,78,48,17,143,67.89,1.0
services/agent/idea_test_results/barrage24b_052_openai-gpt-5-mini_sequential_react_r1.json,052,graph,long,openai/gpt-5-mini,sequential_react,sequential,0,1.0,0.0186,False,46927,501979,6,28,36,6,70,56.81,1.0
services/agent/idea_test_results/barrage24b_052_openai-gpt-5-mini_sequential_react_r2.json,052,graph,long,openai/gpt-5-mini,sequential_react,sequential,0,1.0,0.016647,False,44536,501979,6,26,36,6,68,45.03,1.0
services/agent/idea_test_results/barrage24b_052_openai-gpt-5-mini_sequential_react_r3.json,052,graph,long,openai/gpt-5-mini,sequential_react,sequential,0,0.6666666666666666,0.041074,False,103027,852341,10,56,36,10,102,185.79,0.3333333333333333
services/agent/idea_test_results/barrage24b_053_google-gemini-3.1-pro-preview_graph_compiled_r1.json,053,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,0.9583333333333334,0.0982,False,20955,287286,6,44,36,6,86,29.77,0.8333333333333334
services/agent/idea_test_results/barrage24b_053_google-gemini-3.1-pro-preview_graph_compiled_r2.json,053,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,0.9583333333333334,0.108342,False,23161,287286,6,46,36,6,88,33.87,0.8333333333333334
services/agent/idea_test_results/barrage24b_053_google-gemini-3.1-pro-preview_graph_compiled_r3.json,053,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,0.8333333333333334,0.105092,False,20346,250329,5,48,36,5,89,31.4,0.6666666666666666
services/agent/idea_test_results/barrage24b_053_google-gemini-3.1-pro-preview_sequential_react_r1.json,053,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,1.0,0.25607,False,93185,390971,8,40,36,8,84,98.25,1.0
services/agent/idea_test_results/barrage24b_053_google-gemini-3.1-pro-preview_sequential_react_r2.json,053,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,1.0,0.291656,False,112543,479563,10,50,36,10,96,122.03,1.0
services/agent/idea_test_results/barrage24b_053_google-gemini-3.1-pro-preview_sequential_react_r3.json,053,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,1.0,0.306862,False,117526,479563,10,50,36,10,96,111.17,1.0
services/agent/idea_test_results/barrage24b_053_openai-gpt-4.1-nano_graph_r1.json,053,graph,long,openai/gpt-4.1-nano,graph,full,0,0.5416666666666666,0.007995,False,76426,78968,4,8,10,4,22,74.97,1.0
services/agent/idea_test_results/barrage24b_053_openai-gpt-4.1-nano_graph_r2.json,053,graph,long,openai/gpt-4.1-nano,graph,full,0,0.75,0.006241,False,58517,20857,2,8,30,2,40,20.24,1.0
services/agent/idea_test_results/barrage24b_053_openai-gpt-4.1-nano_graph_r3.json,053,graph,long,openai/gpt-4.1-nano,graph,full,0,0.5833333333333334,0.003285,False,27720,13367,1,8,9,1,18,41.36,1.0
services/agent/idea_test_results/barrage24b_053_openai-gpt-4.1-nano_graph_compiled_r1.json,053,graph,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,1.0,0.002131,False,17085,406826,8,44,36,8,88,12.02,1.0
services/agent/idea_test_results/barrage24b_053_openai-gpt-4.1-nano_graph_compiled_r2.json,053,graph,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,1.0,0.002163,False,17546,345338,7,44,36,7,87,10.56,1.0
services/agent/idea_test_results/barrage24b_053_openai-gpt-4.1-nano_graph_compiled_r3.json,053,graph,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,1.0,0.002059,False,16278,345338,7,44,36,7,87,11.03,1.0
services/agent/idea_test_results/barrage24b_053_openai-gpt-4.1-nano_naive_rag_r1.json,053,graph,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.0,5.1e-05,False,280,0,0,2,0,0,2,0.88,0.0
services/agent/idea_test_results/barrage24b_053_openai-gpt-4.1-nano_naive_rag_r2.json,053,graph,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.0,5.3e-05,False,284,0,0,2,0,0,2,3.43,0.0
services/agent/idea_test_results/barrage24b_053_openai-gpt-4.1-nano_naive_rag_r3.json,053,graph,long,openai/gpt-4.1-nano,naive_rag,partial,0,0.41666666666666663,9.5e-05,False,388,0,0,2,0,0,2,1.89,0.0
services/agent/idea_test_results/barrage24b_053_openai-gpt-4.1-nano_parametric_r1.json,053,graph,long,openai/gpt-4.1-nano,parametric,parametric,0,0.41666666666666663,0.00015,False,541,0,0,2,0,0,2,1.96,0.0
services/agent/idea_test_results/barrage24b_053_openai-gpt-4.1-nano_parametric_r2.json,053,graph,long,openai/gpt-4.1-nano,parametric,parametric,0,0.41666666666666663,9.3e-05,False,400,0,0,2,0,0,2,1.69,0.0
services/agent/idea_test_results/barrage24b_053_openai-gpt-4.1-nano_parametric_r3.json,053,graph,long,openai/gpt-4.1-nano,parametric,parametric,0,0.6666666666666666,0.000193,False,648,0,0,2,0,0,2,3.98,1.0
services/agent/idea_test_results/barrage24b_053_openai-gpt-4.1-nano_sequential_react_r1.json,053,graph,long,openai/gpt-4.1-nano,sequential_react,sequential,0,0.75,0.002966,False,26881,103685,2,20,36,2,58,11.55,1.0
services/agent/idea_test_results/barrage24b_053_openai-gpt-4.1-nano_sequential_react_r2.json,053,graph,long,openai/gpt-4.1-nano,sequential_react,sequential,0,0.25,0.001697,False,14827,118880,2,14,24,2,40,10.32,0.0
services/agent/idea_test_results/barrage24b_053_openai-gpt-4.1-nano_sequential_react_r3.json,053,graph,long,openai/gpt-4.1-nano,sequential_react,sequential,0,1.0,0.00517,False,47322,333429,6,30,24,6,60,20.99,1.0
services/agent/idea_test_results/barrage24b_053_openai-gpt-5-mini_graph_compiled_r1.json,053,graph,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,1.0,0.014757,False,17860,287286,6,40,30,6,76,100.49,1.0
services/agent/idea_test_results/barrage24b_053_openai-gpt-5-mini_graph_compiled_r2.json,053,graph,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,0.9166666666666667,0.01734,False,20386,403390,8,40,24,8,72,70.59,0.8333333333333334
services/agent/idea_test_results/barrage24b_053_openai-gpt-5-mini_graph_compiled_r3.json,053,graph,long,openai/gpt-5-mini,graph_compiled,graph_compiled,0,0.9166666666666667,0.016618,False,18894,345338,7,42,30,7,79,75.39,0.8333333333333334
services/agent/idea_test_results/barrage24b_053_openai-gpt-5-mini_sequential_react_r1.json,053,graph,long,openai/gpt-5-mini,sequential_react,sequential,0,1.0,0.016873,False,48628,287286,6,26,36,6,68,58.87,1.0
services/agent/idea_test_results/barrage24b_053_openai-gpt-5-mini_sequential_react_r2.json,053,graph,long,openai/gpt-5-mini,sequential_react,sequential,0,1.0,0.020044,False,55719,287286,6,30,36,6,72,102.04,1.0
services/agent/idea_test_results/barrage24b_053_openai-gpt-5-mini_sequential_react_r3.json,053,graph,long,openai/gpt-5-mini,sequential_react,sequential,0,1.0,0.01673,False,48739,287286,6,26,36,6,68,46.99,1.0
services/agent/idea_test_results/barrage24b_054_google-gemini-3.1-pro-preview_graph_compiled_r1.json,054,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,1.0,0.043554,False,8062,152611,3,20,18,3,41,29.7,1.0
services/agent/idea_test_results/barrage24b_054_google-gemini-3.1-pro-preview_graph_compiled_r2.json,054,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,1.0,0.045506,False,8713,152611,3,22,18,3,43,32.6,1.0
services/agent/idea_test_results/barrage24b_054_google-gemini-3.1-pro-preview_graph_compiled_r3.json,054,graph,long,google/gemini-3.1-pro-preview,graph_compiled,graph_compiled,0,1.0,0.041,False,7970,182293,3,22,12,3,37,32.82,1.0
services/agent/idea_test_results/barrage24b_054_google-gemini-3.1-pro-preview_sequential_react_r1.json,054,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,0.9166666666666666,0.053456,False,13733,103300,2,14,18,2,34,32.28,1.0
services/agent/idea_test_results/barrage24b_054_google-gemini-3.1-pro-preview_sequential_react_r2.json,054,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,0.9166666666666666,0.03518,False,10005,103300,2,12,12,2,26,25.2,1.0
services/agent/idea_test_results/barrage24b_054_google-gemini-3.1-pro-preview_sequential_react_r3.json,054,graph,long,google/gemini-3.1-pro-preview,sequential_react,sequential,0,0.9166666666666666,0.029316,False,8033,103300,2,10,12,2,24,20.38,1.0
services/agent/idea_test_results/barrage24b_054_openai-gpt-4.1-nano_graph_r1.json,054,graph,long,openai/gpt-4.1-nano,graph,full,0,0.3333333333333333,0.001848,False,15698,165,1,8,20,1,29,66.94,1.0
services/agent/idea_test_results/barrage24b_054_openai-gpt-4.1-nano_graph_r2.json,054,graph,long,openai/gpt-4.1-nano,graph,full,0,0.25,0.001456,False,12253,0,0,6,20,0,26,8.79,0.0
services/agent/idea_test_results/barrage24b_054_openai-gpt-4.1-nano_graph_r3.json,054,graph,long,openai/gpt-4.1-nano,graph,full,0,0.9166666666666666,0.001744,False,14845,720,2,8,9,2,19,10.43,1.0
services/agent/idea_test_results/barrage24b_054_openai-gpt-4.1-nano_graph_compiled_r1.json,054,graph,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,0.75,0.000746,False,5693,152611,3,20,18,3,41,7.1,0.0
services/agent/idea_test_results/barrage24b_054_openai-gpt-4.1-nano_graph_compiled_r2.json,054,graph,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,0.75,0.000895,False,6843,231604,4,22,12,4,38,10.47,0.0
services/agent/idea_test_results/barrage24b_054_openai-gpt-4.1-nano_graph_compiled_r3.json,054,graph,long,openai/gpt-4.1-nano,graph_compiled,graph_compiled,0,0.75,0.000643,False,4761,152611,3,18,12,3,33,7.1,0.0
